siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
378168470,37816847000060,1996-10-31,32,MBDA FRANCE,NAFRev2,nan,,,RN 75,41300,SELLES-SAINT-DENIS,,30.30Z,"Mbda France,   Rn 75, 41300 Selles-Saint-Denis",Mbda Selles-Saint-Denis,"La Chaudronne, 41300 Selles-Saint-Denis, France","(47.3441627, 1.9213844, 0.0)",47.3441627,1.9213844,0.0
404432775,40443277500108,2011-09-30,32,S N V,NAFRev2,nan,,RTE,DE SAINT CALAIS,41360,SAVIGNY-SUR-BRAYE,,10.12Z,"S N V,  Rte De Saint Calais, 41360 Savigny-Sur-Braye",S N V Savigny-Sur-Braye,"La Fouquerie, 41360 Savigny-sur-Braye, France","(47.8875248, 0.7877168, 0.0)",47.8875248,0.7877168,0.0
597020841,59702084100016,1900-01-01,41,DAHER AEROSPACE,NAFRev2,23,,RTE,DE TOURS,41400,SAINT-JULIEN-DE-CHEDON,,22.29A,"Daher Aerospace, 23  Rte De Tours, 41400 Saint-Julien-De-Chedon",Daher Aerospace Saint-Julien-De-Chedon,"23A Route de Tours, 41400 Saint-Julien-de-Chédon, France","(47.3324131, 1.1999207, 0.0)",47.3324131,1.1999207,0.0
500144803,50014480300011,2007-09-24,32,ST MICHEL CONTRES,NAFRev2,2,,BD,DE L'INDUSTRIE,41700,LE CONTROIS-EN-SOLOGNE,,10.72Z,"St Michel Contres, 2  Bd De L'Industrie, 41700 Le Controis-En-Sologne",St Michel Contres Le Controis-En-Sologne,"2 Boulevard de l'Industrie, 41700 Le Controis-en-Sologne, France","(47.42585039999999, 1.4407576, 0.0)",47.42585039999999,1.4407576,0.0
335339446,33533944600015,1986-04-15,32,AXLETECH INTERNATIONAL SAS,NAFRev2,4,,RUE,JEAN SERVANTON,42000,SAINT-ETIENNE,,29.32Z,"Axletech International Sas, 4  Rue Jean Servanton, 42000 Saint-Etienne",Axletech International Sas Saint-Etienne,"4 Rue Jean Servanton, 42042 Saint-Étienne, France","(45.4520035, 4.3965768, 0.0)",45.4520035,4.3965768,0.0
407280445,40728044500013,1900-01-01,32,REVILLON CHOCOLATIER,NAFRev2,5,,PL,DE PINCOURT,42120,LE COTEAU,,10.82Z,"Revillon Chocolatier, 5  Pl De Pincourt, 42120 Le Coteau",Revillon Chocolatier Le Coteau,"5 Place Pincourt, 42120 Le Coteau, France","(46.0338636, 4.0845316, 0.0)",46.0338636,4.0845316,0.0
449400076,44940007600021,2004-01-01,32,FEDERAL-MOGUL IGNITION PRODUCTS SAS,NAFRev2,3,,RUE,JOANNY DESAGE,42140,CHAZELLES-SUR-LYON,,29.31Z,"Federal-Mogul Ignition Products Sas, 3  Rue Joanny Desage, 42140 Chazelles-Sur-Lyon",Federal-Mogul Ignition Products Sas Chazelles-Sur-Lyon,"Rue Joanny Desage, 42140 Chazelles-sur-Lyon, France","(45.6396102, 4.3885989, 0.0)",45.6396102,4.3885989,0.0
332822485,33282248500014,1985-06-01,32,HAULOTTE GROUP,NAFRev2,nan,,,LA PERONNIERE,42152,L'HORME,,28.22Z,"Haulotte Group,   La Peronniere, 42152 L'Horme",Haulotte Group L'Horme,"Rue de la Peronnière, 42152 L'Horme, France","(45.50149, 4.5612029, 0.0)",45.50149,4.5612029,0.0
414442558,41444255800022,1997-12-31,32,Z F BOUTHEON,NAFRev2,4,,BD,PIERRE DESGRANGES,42160,ANDREZIEUX-BOUTHEON,,29.32Z,"Z F Boutheon, 4  Bd Pierre Desgranges, 42160 Andrezieux-Boutheon",Z F Boutheon Andrezieux-Boutheon,"4 Boulevard Pierre Desgranges, 42160 Andrézieux-Bouthéon, France","(45.53585169999999, 4.278649199999999, 0.0)",45.53585169999999,4.278649199999999,0.0
430006643,43000664300034,2003-12-15,42,S.N.F. SA,NAFRev2,nan,,,MILIEUX,42160,ANDREZIEUX-BOUTHEON,,20.16Z,"S.N.F. Sa,   Milieux, 42160 Andrezieux-Boutheon",S.N.F. Sa Andrezieux-Boutheon,"SNF SA, 42160 Andrezieux-Boutheon","(45.5352589,4.277269, 0)",45.5352589,4.277269,0.0
384137857,38413785700031,1997-06-27,41,SIGVARIS,NAFRev2,nan,,RUE,BARTHELEMY THIMONIER,42170,SAINT-JUST-SAINT-RAMBERT,SIGVARIS,13.96Z,"Sigvaris,  Rue Barthelemy Thimonier, 42170 Saint-Just-Saint-Rambert",Sigvaris Saint-Just-Saint-Rambert,"Rue Barthélémy Thimonnier, 42170 Saint-Just-Saint-Rambert, France","(45.52058, 4.276618, 0.0)",45.52058,4.276618,0.0
632045837,63204583700341,1983-09-01,32,MANITOWOC CRANE GROUP FRANCE OU         MCG FRANCE,NAFRev2,nan,,RTE,DE POUILLY,42190,SAINT-NIZIER-SOUS-CHARLIEU,,28.22Z,"Manitowoc Crane Group France Ou         Mcg France,  Rte De Pouilly, 42190 Saint-Nizier-Sous-Charlieu",Manitowoc Crane Group Ou Mcg Saint-Nizier-Sous-Charlieu,"803 Route de Pouilly, 42190 Saint-Nizier-sous-Charlieu, France","(46.1537709, 4.159817299999999, 0.0)",46.1537709,4.159817299999999,0.0
639804384,63980438400365,1991-11-14,32,SAFRAN AEROTECHNICS,NAFRev2,nan,,BD,SAGNAT,42230,ROCHE-LA-MOLIERE,INTERTECHNIQUE CIRCULATION DE CARBURANT,26.51B,"Safran Aerotechnics,  Bd Sagnat, 42230 Roche-La-Moliere",Safran Aerotechnics Roche-La-Moliere,"10 Boulevard Sagnat, 42230 Roche-la-Molière, France","(45.4351052, 4.3308405, 0.0)",45.4351052,4.3308405,0.0
379706344,37970634400049,2006-11-30,41,NEXTER SYSTEMS,NAFRev2,34,,BD,VALMY,42300,ROANNE,,25.40Z,"Nexter Systems, 34  Bd Valmy, 42300 Roanne",Nexter Systems Roanne,"34 Boulevard de Valmy, 42300 Roanne, France","(46.0674624, 4.0865836, 0.0)",46.0674624,4.0865836,0.0
855200507,85520050701445,1900-01-01,41,MANUF FRANC PNEUMATIQ MICHELIN,NAFRev2,nan,,RTE,DE CHARLIEU,42300,ROANNE,,22.11Z,"Manuf Franc Pneumatiq Michelin,  Rte De Charlieu, 42300 Roanne",Manuf Franc Pneumatiq Michelin Roanne,"Route de Charlieu, 42300 Roanne, France","(46.0614469, 4.0891996, 0.0)",46.0614469,4.0891996,0.0
302079462,30207946200149,1982-05-19,32,NESTLE PURINA PETCARE FRANCE,NAFRev2,nan,,,ZAC L'ORME-LES SOURCES,42340,VEAUCHE,,10.92Z,"Nestle Purina Petcare France,   Zac L'Orme-Les Sources, 42340 Veauche",Nestle Purina Petcare Veauche,"ZAC L'Orme les Sources, Rue C Nungesser, 42340 Veauche, France","(45.5476755, 4.30354, 0.0)",45.5476755,4.30354,0.0
339030702,33903070200114,1988-12-31,32,O-I FRANCE SAS,NAFRev2,nan,,RUE,ABBE DELORME,42340,VEAUCHE,,23.13Z,"O-I France Sas,  Rue Abbe Delorme, 42340 Veauche",O-I Sas Veauche,"2 Rue de Abbé Delorme, 42340 Veauche, France","(45.5663332, 4.2952276, 0.0)",45.5663332,4.2952276,0.0
388818726,38881872600092,2009-08-01,32,AOSTE SNC OU A SNC,NAFRev2,nan,,,LES JACQUARDS,42520,MACLAS,,10.13A,"Aoste Snc Ou A Snc,   Les Jacquards, 42520 Maclas",Aoste Snc Ou A Maclas,"523 Cours du 3° Millénaire, 69800 Saint-Priest, France","(45.7141607, 4.9344256, 0.0)",45.7141607,4.9344256,0.0
381035815,38103581500012,1991-02-20,32,BECKER INDUSTRIE SA,NAFRev2,40,,RUE,DU CHAMP DE MARS,42600,SAVIGNEUX,,20.30Z,"Becker Industrie Sa, 40  Rue Du Champ De Mars, 42600 Savigneux",Becker Industrie Sa Savigneux,"40 Rue du Champ de Mars, 42600 Savigneux, France","(45.602305, 4.0922578, 0.0)",45.602305,4.0922578,0.0
380342808,38034280800124,2004-06-30,32,AUBERT & DUVAL,NAFRev2,nan,,RUE,DU COLONEL RIEZ,42700,FIRMINY,,25.50A,"Aubert & Duval,  Rue Du Colonel Riez, 42700 Firminy",Aubert & Duval Firminy,"Rue du Colonel Riez, 42700 Firminy, France","(45.3920426, 4.2810802, 0.0)",45.3920426,4.2810802,0.0
331310870,33131087000141,2010-01-05,32,INDUSTEEL FRANCE,NAFRev2,118,,RTE,DES ETAINGS,42800,CHATEAUNEUF,,24.10Z,"Industeel France, 118  Rte Des Etaings, 42800 Chateauneuf",Industeel Chateauneuf,"254 Rue du Gier, 42800 Chateauneuf, France","(45.5329986, 4.633214, 0.0)",45.5329986,4.633214,0.0
586050072,58605007200030,1989-10-01,32,SOC EXTRUSION DU POLYETHYLENE A.BARBIER,NAFRev2,nan,,,ZI CHAVANON,43120,MONISTROL-SUR-LOIRE,,22.21Z,"Soc Extrusion Du Polyethylene A.Barbier,   Zi Chavanon, 43120 Monistrol-Sur-Loire",Soc Extrusion Du Polyethylene A.Barbier Monistrol-Sur-Loire,"ZI Chavanon, 43120 Monistrol-sur-Loire, France","(45.2746159, 4.1873441, 0.0)",45.2746159,4.1873441,0.0
479162695,47916269500056,2005-02-28,41,VALEO SYSTEMES DE CONTROLE MOTEUR,NAFRev2,nan,,,ARREST,43250,SAINTE-FLORINE,,29.32Z,"Valeo Systemes De Controle Moteur,   Arrest, 43250 Sainte-Florine",Valeo Systemes De Controle Moteur Sainte-Florine,"Zone Industriel Arrest,, 43250 Sainte-Florine, France","(45.3955118, 3.3265078, 0.0)",45.3955118,3.3265078,0.0
314830050,31483005000022,1900-01-01,32,FROMAGERE DE LA VALLEE DE L'ANCE,NAFRev2,nan,,,PIROLLES,43590,BEAUZAC,,10.51C,"Fromagere De La Vallee De L'Ance,   Pirolles, 43590 Beauzac",Fromagere De La Vallee L'Ance Beauzac,"Pirolles, 43590 Beauzac, France","(45.269838, 4.1126903, 0.0)",45.269838,4.1126903,0.0
586050072,58605007200014,1900-01-01,32,SOC EXTRUSION DU POLYETHYLENE A.BARBIER,NAFRev2,nan,,,LA GUIDE,43600,SAINTE-SIGOLENE,,22.21Z,"Soc Extrusion Du Polyethylene A.Barbier,   La Guide, 43600 Sainte-Sigolene",Soc Extrusion Du Polyethylene A.Barbier Sainte-Sigolene,"La Guide, 43600 Sainte-Sigolène, France","(45.2546213, 4.2431351, 0.0)",45.2546213,4.2431351,0.0
855200507,85520050701866,1900-01-01,41,MANUF FRANC PNEUMATIQ MICHELIN,NAFRev2,nan,,,ZI BLAVOZY-ST GERM LAPRADE,43700,BLAVOZY,,22.11Z,"Manuf Franc Pneumatiq Michelin,   Zi Blavozy-St Germ Laprade, 43700 Blavozy",Manuf Franc Pneumatiq Michelin Blavozy,"Avenue René Descartes, ZI Blavozy, 43700 Blavozy, France","(45.05382640000001, 3.971058, 0.0)",45.05382640000001,3.971058,0.0
954200838,95420083800108,1998-04-30,32,CROWN EMBALLAGE FRANCE SA,NAFRev2,19,,BD,MARECHAL JUIN,44100,NANTES,,25.92Z,"Crown Emballage France Sa, 19  Bd Marechal Juin, 44100 Nantes",Crown Emballage Sa Nantes,"19 Boulevard Maréchal Juin, 44100 Nantes, France","(47.1982339, -1.5972228, 0.0)",47.1982339,-1.5972228,0.0
340636158,34063615800016,1987-02-27,32,KUHN - HUARD S.A.S,NAFRev2,2,,RUE,DU QUEBEC,44110,CHATEAUBRIANT,,28.30Z,"Kuhn - Huard S.A.S, 2  Rue Du Quebec, 44110 Chateaubriant",Kuhn - Huard S.A.S Chateaubriant,"2 Rue du Québec, 44110 Châteaubriant, France","(47.7055154, -1.3971683, 0.0)",47.7055154,-1.3971683,0.0
799255393,79925539300016,2013-12-18,32,MEDLINE ASSEMBLY FRANCE SAS,NAFRev2,5,,RUE,CHARLES LINDBERGH,44110,CHATEAUBRIANT,,32.50A,"Medline Assembly France Sas, 5  Rue Charles Lindbergh, 44110 Chateaubriant",Medline Assembly Sas Chateaubriant,"5 Rue Charles Lindbergh, 44110 Châteaubriant, France","(47.7013883, -1.3909004, 0.0)",47.7013883,-1.3909004,0.0
864800420,86480042000019,1964-01-01,32,SOC VIOL FRERES,NAFRev2,nan,,AV,QUENTIN MIGLIORETTI,44110,CHATEAUBRIANT,,10.11Z,"Soc Viol Freres,  Av Quentin Miglioretti, 44110 Chateaubriant",Soc Viol Freres Chateaubriant,"10 Avenue Quentin Miglioretti, 44110 Châteaubriant, France","(47.7066524, -1.3815472, 0.0)",47.7066524,-1.3815472,0.0
866801210,86680121000026,1988-09-01,32,FONDERIE MECANIQUE GEN CASTELBRIANTAISE,NAFRev2,nan,,LD,HOCHEPIE,44110,SOUDAN,,24.51Z,"Fonderie Mecanique Gen Castelbriantaise,  Ld Hochepie, 44110 Soudan",Fonderie Mecanique Gen Castelbriantaise Soudan,"Z.I de Soudan, Hochepie, 44110 Soudan, France","(47.7059027, -1.3208699, 0.0)",47.7059027,-1.3208699,0.0
335339123,33533912300028,1987-10-29,32,SOCIETE D'INTERVENTIONS ET REALISATIONS EN BOBINAGE ELECTRICITE ET MECANIQUE,NAFRev2,nan,,,ZONE ARTISANALE,44117,SAINT-ANDRE-DES-EAUX,,33.14Z,"Societe D'Interventions Et Realisations En Bobinage Electricite Et Mecanique,   Zone Artisanale, 44117 Saint-Andre-Des-Eaux",Societe D'Interventions Et Realisations En Bobinage Electricite Mecanique Saint-Andre-Des-Eaux,"Les Pédras, 44117 Saint-André-des-Eaux, France","(47.3037013, -2.3061535, 0.0)",47.3037013,-2.3061535,0.0
857800692,85780069200090,1991-01-02,41,ARMOR,NAFRev2,7,,RUE,PELISSIERE,44118,LA CHEVROLIERE,,32.99Z,"Armor, 7  Rue Pelissiere, 44118 La Chevroliere",Armor La Chevroliere,"7 Rue de la Pelissière, 44118 La Chevrolière, France","(47.1025695, -1.5940954, 0.0)",47.1025695,-1.5940954,0.0
856801519,85680151900070,1900-01-01,32,UNITED BISCUITS FRANCE,NAFRev2,27,,RTE,DU MORTIER VANNERIE,44120,VERTOU,,10.72Z,"United Biscuits France, 27  Rte Du Mortier Vannerie, 44120 Vertou",United Biscuits Vertou,"27 Route du Mortier Vannerie, 44120 Vertou, France","(47.1815503, -1.4973854, 0.0)",47.1815503,-1.4973854,0.0
399341304,39934130400018,1994-12-09,32,SOCIETE FROMAGERE DE BOUVRON,NAFRev2,1,,,CHEMIN DE LA GAUTHERAIS,44130,BOUVRON,,10.51C,"Societe Fromagere De Bouvron, 1   Chemin De La Gautherais, 44130 Bouvron",Societe Fromagere De Bouvron,"1 chemin de la gautherais, 44130 Bouvron, France","(47.41848230000001, -1.8439757, 0.0)",47.41848230000001,-1.8439757,0.0
330533472,33053347200024,1987-09-21,32,GALLIANCE ANCENIS,NAFRev2,nan,,,L HERMITAGE,44150,ANCENIS-SAINT-GEREON,,10.12Z,"Galliance Ancenis,   L Hermitage, 44150 Ancenis-Saint-Gereon",Galliance Ancenis-Saint-Gereon,"L'Hermitage, 44150 Ancenis, France","(47.3861836, -1.174481, 0.0)",47.3861836,-1.174481,0.0
347570350,34757035000038,1988-07-01,41,SAS LAITERIE DU VAL D'ANCENIS,NAFRev2,nan,,,L HERMITAGE,44150,ANCENIS-SAINT-GEREON,,10.51B,"Sas Laiterie Du Val D'Ancenis,   L Hermitage, 44150 Ancenis-Saint-Gereon",Sas Laiterie Du Val D'Ancenis-Saint-Gereon,"L'Hermitage, 44150 Ancenis, France","(47.3858889, -1.1785706, 0.0)",47.3858889,-1.1785706,0.0
400185534,40018553400023,1996-04-04,32,TOYOTA MATERIAL HANDLING MANUFACTURING FRANCE,NAFRev2,1300,,,ZAC DE L AEROPOLE,44150,ANCENIS-SAINT-GEREON,,28.22Z,"Toyota Material Handling Manufacturing France, 1300   Zac De L Aeropole, 44150 Ancenis-Saint-Gereon",Toyota Material Handling Manufacturing Ancenis-Saint-Gereon,"Z.A.C. de l'Aeropole, 44150 Ancenis, France","(47.411312, -1.188048, 0.0)",47.411312,-1.188048,0.0
857802508,85780250800047,1900-01-01,42,MANITOU BF,NAFRev2,430,,RUE,DE L AUBINIERE,44150,ANCENIS-SAINT-GEREON,,28.22Z,"Manitou Bf, 430  Rue De L Aubiniere, 44150 Ancenis-Saint-Gereon",Manitou Bf Ancenis-Saint-Gereon,"Rue de l'Aubinière, B.P. 249, 44150 Ancenis, France","(47.3874431, -1.1849119, 0.0)",47.3874431,-1.1849119,0.0
332690908,33269090800022,1987-09-30,32,BOBCAT FRANCE,NAFRev2,nan,,RTE,DE NANTES,44160,PONTCHATEAU,,28.22Z,"Bobcat France,  Rte De Nantes, 44160 Pontchateau",Bobcat Pontchateau,"1829 Rue du Chêne Vert, 44160 Pontchâteau, France","(47.428341, -2.0662142, 0.0)",47.428341,-2.0662142,0.0
319117669,31911766900022,2005-04-01,32,HALGAND,NAFRev2,nan,,IMP,QUADOR,44250,SAINT-BREVIN-LES-PINS,,25.62B,"Halgand,  Imp Quador, 44250 Saint-Brevin-Les-Pins",Halgand Saint-Brevin-Les-Pins,"Impasse Quador, 44250 Saint-Brevin-les-Pins, France","(47.24049369999999, -2.1510543, 0.0)",47.24049369999999,-2.1510543,0.0
332711662,33271166200038,2001-03-01,32,SAS MAUGIN,NAFRev2,nan,,CHE,DES PINLUETTES,44250,SAINT-BREVIN-LES-PINS,,22.23Z,"Sas Maugin,  Che Des Pinluettes, 44250 Saint-Brevin-Les-Pins",Sas Maugin Saint-Brevin-Les-Pins,"zi de la, Avenue de la Guerche, 44250 Saint-Brevin-les-Pins, France","(47.2427189, -2.1522126, 0.0)",47.2427189,-2.1522126,0.0
388238842,38823884200016,1992-07-06,32,TIPIAK TRAITEUR PATISSIER,NAFRev2,nan,,,ZI DE LA CROIX BLANCHE,44260,MALVILLE,,10.71A,"Tipiak Traiteur Patissier,   Zi De La Croix Blanche, 44260 Malville",Tipiak Traiteur Patissier Malville,"ZI de la Croix Blanche, Rue de Passy, 44260 Malville, France","(47.3499841, -1.8702787, 0.0)",47.3499841,-1.8702787,0.0
393025218,39302521800016,1993-10-04,32,SOCIETE DE PEINTURE INDUSTRIELLE,NAFRev2,nan,,,ZI DE LA CROIX ROUGE,44260,MALVILLE,,25.61Z,"Societe De Peinture Industrielle,   Zi De La Croix Rouge, 44260 Malville",Societe De Peinture Industrielle Malville,"3 Rue de l'Europe, 44260 Malville, France","(47.3347409, -1.807704, 0.0)",47.3347409,-1.807704,0.0
791771223,79177122300017,2013-03-11,32,MANUFACTURE FRANCAISE DU CYCLE,NAFRev2,27,,RUE,MARCEL BRUNELIERE,44270,MACHECOUL-SAINT-MEME,,30.91Z,"Manufacture Francaise Du Cycle, 27  Rue Marcel Bruneliere, 44270 Machecoul-Saint-Meme",Manufacture Francaise Du Cycle Machecoul-Saint-Meme,"27 Rue Marcel Brunelière, 44270 Machecoul, France","(46.98436969999999, -1.8088684, 0.0)",46.98436969999999,-1.8088684,0.0
403184344,40318434400014,1995-12-21,32,SAUNIER DUVAL EAU CHAUDE CHAUF INDUSTRIE,NAFRev2,17,,RUE,DE LA PETITE BARATTE,44300,NANTES,,25.21Z,"Saunier Duval Eau Chaude Chauf Industrie, 17  Rue De La Petite Baratte, 44300 Nantes",Saunier Duval Eau Chaude Chauf Industrie Nantes,"17 Rue de la Petite Baratte, 44300 Nantes, France","(47.2523781, -1.5223014, 0.0)",47.2523781,-1.5223014,0.0
872802780,87280278000025,1982-10-01,32,G P SAS,NAFRev2,nan,,RTE,DU DEMI-BOEUF,44310,LA LIMOUZINIERE,,29.10Z,"G P Sas,  Rte Du Demi-Boeuf, 44310 La Limouziniere",G P Sas La Limouziniere,"Route du Demi Bœuf, 44310 La Limouzinière, France","(46.996523, -1.596239, 0.0)",46.996523,-1.596239,0.0
316252477,31625247700039,1983-11-22,32,LAITERIE SAINT PERE,NAFRev2,nan,,LD,LA CLAIE,44320,SAINT-PERE-EN-RETZ,,10.51A,"Laiterie Saint Pere,  Ld La Claie, 44320 Saint-Pere-En-Retz",Laiterie Saint Pere Saint-Pere-En-Retz,"La Claie, 44320 Saint-Père-en-Retz, France","(47.22264699999999, -2.032024, 0.0)",47.22264699999999,-2.032024,0.0
350063384,35006338400043,1988-12-31,32,LACTALIS NESTLE ULTRA-FRAIS MARQUES,NAFRev2,nan,,BD,LOUIS BEAUQUIN,44330,VALLET,,10.51A,"Lactalis Nestle Ultra-Frais Marques,  Bd Louis Beauquin, 44330 Vallet",Lactalis Nestle Ultra-Frais Marques Vallet,"3 Boulevard Louis Beauquin, 44330 Vallet, France","(47.16367160000001, -1.2741845, 0.0)",47.16367160000001,-1.2741845,0.0
420916918,42091691800055,2009-06-30,51,AIRBUS OPERATIONS,NAFRev2,nan,,RUE,DE L AVIATION,44340,BOUGUENAIS,,30.30Z,"Airbus Operations,  Rue De L Aviation, 44340 Bouguenais",Airbus Operations Bouguenais,"Rue de l'Aviation, 44340 Bouguenais, France","(47.1609712, -1.588179, 0.0)",47.1609712,-1.588179,0.0
493056188,49305618800011,2006-12-01,32,HERBIGNAC CHEESE INGREDIENTS,NAFRev2,nan,,LD,LIEUDIT LA GASSUN,44410,HERBIGNAC,,10.51C,"Herbignac Cheese Ingredients,  Ld Lieudit La Gassun, 44410 Herbignac",Herbignac Cheese Ingredients,"Rue de Guérande (RD774), 44410 Herbignac, France","(47.4301191, -2.3330477, 0.0)",47.4301191,-2.3330477,0.0
309494953,30949495300024,1986-09-26,32,WIRQUIN PLASTIQUES,NAFRev2,11,,RUE,DU CHATEAU DE BEL AIR,44470,CARQUEFOU,,22.21Z,"Wirquin Plastiques, 11  Rue Du Chateau De Bel Air, 44470 Carquefou",Wirquin Plastiques Carquefou,"11 Rue du Château de Bel air, 44470 Carquefou, France","(47.2737541, -1.4925889, 0.0)",47.2737541,-1.4925889,0.0
378040497,37804049700026,1996-12-31,32,SERCEL,NAFRev2,16,,RUE,DE BEL AIR,44470,CARQUEFOU,,26.51B,"Sercel, 16  Rue De Bel Air, 44470 Carquefou",Sercel Carquefou,"16 Rue du Bel air, 44470 Carquefou, France","(47.2675804, -1.4896752, 0.0)",47.2675804,-1.4896752,0.0
493254908,49325490800152,2007-02-28,32,SMURFIT KAPPA FRANCE,NAFRev2,nan,,,ZONE INDUSTRIELLE,44470,CARQUEFOU,SMURFIT KAPPA SIEMCO,17.21A,"Smurfit Kappa France,   Zone Industrielle, 44470 Carquefou",Smurfit Kappa Carquefou,"44470 Carquefou, France","(47.29624099999999, -1.486812, 0.0)",47.29624099999999,-1.486812,0.0
529221749,52922174900086,2012-10-03,41,TOTAL RAFFINAGE FRANCE,NAFRev2,nan,,,LA RAFFINERIE,44480,DONGES,,19.20Z,"Total Raffinage France,   La Raffinerie, 44480 Donges",Total Raffinage Donges,"La Plateforme de Donges, RD 100, 44480 Donges, France","(47.3161446, -2.0663511, 0.0)",47.3161446,-2.0663511,0.0
788182954,78818295400024,1983-08-30,41,SOCIETE AUBRET,NAFRev2,nan,,,ZONE INDUSTRIELLE,44540,VALLONS-DE-L'ERDRE,,10.13A,"Societe Aubret,   Zone Industrielle, 44540 Vallons-De-L'Erdre",Societe Aubret Vallons-De-L'Erdre,"21 Rue de la Durantaie, 44540 Vallons-de-L'Erdre, France","(47.5182975, -1.1784428, 0.0)",47.5182975,-1.1784428,0.0
420916918,42091691800063,2009-06-30,51,AIRBUS OPERATIONS,NAFRev2,nan,,,ZAC DE CADREAN,44550,MONTOIR-DE-BRETAGNE,,30.30Z,"Airbus Operations,   Zac De Cadrean, 44550 Montoir-De-Bretagne",Airbus Operations Montoir-De-Bretagne,"Cadréan, 44550 Montoir-de-Bretagne, France","(47.3176585, -2.163575, 0.0)",47.3176585,-2.163575,0.0
597020841,59702084100206,2007-10-29,32,DAHER AEROSPACE,NAFRev2,nan,,RUE,HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE,,22.29A,"Daher Aerospace,  Rue Henri Gautier, 44550 Montoir-De-Bretagne",Daher Aerospace Montoir-De-Bretagne,"71 Rue Henri Gautier, 44550 Montoir-de-Bretagne, France","(47.3098651, -2.1764547, 0.0)",47.3098651,-2.1764547,0.0
379041395,37904139500136,2017-10-15,32,FRAMATOME,NAFRev2,nan,,RTE,DE NANTES,44560,PAIMBOEUF,,24.45Z,"Framatome,  Rte De Nantes, 44560 Paimboeuf",Framatome Paimboeuf,"Route Nantes, 44560 Paimbœuf, France","(47.2806192, -2.0146813, 0.0)",47.2806192,-2.0146813,0.0
428764500,42876450000248,2014-07-01,32,AREVA NP,NAFRev2,nan,,RTE,DE NANTES,44560,PAIMBOEUF,,24.45Z,"Areva Np,  Rte De Nantes, 44560 Paimboeuf",Areva Np Paimboeuf,"Route Nantes, 44560 Paimbœuf, France","(47.2806192, -2.0146813, 0.0)",47.2806192,-2.0146813,0.0
321853798,32185379800023,1981-09-15,32,FABRICATIONS MECANIQUES DE L'ATLANTIQUE,NAFRev2,nan,,RUE,THOMAS EDISON,44600,SAINT-NAZAIRE,,30.30Z,"Fabrications Mecaniques De L'Atlantique,  Rue Thomas Edison, 44600 Saint-Nazaire",Fabrications Mecaniques De L'Atlantique Saint-Nazaire,"4 Rue Thomas Edison, 44600 Saint-Nazaire, France","(47.29292770000001, -2.2922497, 0.0)",47.29292770000001,-2.2922497,0.0
330730771,33073077100558,2013-09-01,32,EIFFAGE ENERGIE SYSTEMES - CLEMESSY SERVICES,NAFRev2,nan,,AV,DES FREGATES,44600,SAINT-NAZAIRE,,25.62B,"Eiffage Energie Systemes - Clemessy Services,  Av Des Fregates, 44600 Saint-Nazaire",Eiffage Energie Systemes - Clemessy Services Saint-Nazaire,"Avenue des Frégates, 44600 Saint-Nazaire, France","(47.2771604, -2.1987473, 0.0)",47.2771604,-2.1987473,0.0
439067612,43906761200036,2006-05-31,51,CHANTIERS DE L'ATLANTIQUE,NAFRev2,nan,,AV,ANTOINE BOURDELLE,44600,SAINT-NAZAIRE,,30.11Z,"Chantiers De L'Atlantique,  Av Antoine Bourdelle, 44600 Saint-Nazaire",Chantiers De L'Atlantique Saint-Nazaire,"Avenue Antoine Bourdelle, 44600 Saint-Nazaire, France","(47.2881473, -2.1921134, 0.0)",47.2881473,-2.1921134,0.0
562037838,56203783800025,1987-10-21,41,MAN ENERGY SOLUTIONS FRANCE,NAFRev2,nan,,AV,DE CHATONAY,44600,SAINT-NAZAIRE,,28.11Z,"Man Energy Solutions France,  Av De Chatonay, 44600 Saint-Nazaire",Man Energy Solutions Saint-Nazaire,"Avenue de Chatonay, 44615 Saint-Nazaire, France","(47.28365890000001, -2.1949862, 0.0)",47.28365890000001,-2.1949862,0.0
778127613,77812761300116,2015-01-01,42,STELIA AEROSPACE,NAFRev2,nan,,BD,DES APPRENTIS,44600,SAINT-NAZAIRE,,30.30Z,"Stelia Aerospace,  Bd Des Apprentis, 44600 Saint-Nazaire",Stelia Aerospace Saint-Nazaire,"13 Boulevard des Apprentis, 44600 Saint-Nazaire, France","(47.2952673, -2.1847224, 0.0)",47.2952673,-2.1847224,0.0
441133808,44113380800051,2003-06-01,41,NAVAL GROUP,NAFRev2,nan,,RUE,D INDRET,44610,INDRE,,30.11Z,"Naval Group,  Rue D Indret, 44610 Indre",Naval Group Indre,"Rue du Bac, 44620 La Montagne, France","(47.1981237, -1.6864587, 0.0)",47.1981237,-1.6864587,0.0
